"","symbol","date","open","high","low","close","volume","adjusted"
"87","SPY",2013-05-07,162.130004882812,162.649993896484,161.669998168945,162.600006103516,90359200,133.201248168945
"88","SPY",2013-05-08,162.419998168945,163.389999389648,162.330001831055,163.339996337891,97419200,133.807434082031
"89","SPY",2013-05-09,163.270004272461,163.699996948242,162.470001220703,162.880004882812,106738600,133.430587768555
"90","SPY",2013-05-10,162.990005493164,163.550003051758,162.509994506836,163.410003662109,103203000,133.864837646484
"91","SPY",2013-05-13,163.199996948242,163.809997558594,162.820007324219,163.539993286133,81843200,133.971252441406
"92","SPY",2013-05-14,163.669998168945,165.350006103516,163.669998168945,165.229995727539,119000900,135.355667114258
"93","SPY",2013-05-15,164.960006713867,166.449996948242,164.910003662109,166.119995117188,120718500,136.08479309082
"94","SPY",2013-05-16,165.779998779297,166.360000610352,165.089996337891,165.339996337891,109913600,135.445770263672
"95","SPY",2013-05-17,165.949996948242,167.039993286133,165.729995727539,166.940002441406,129801000,136.756500244141
"96","SPY",2013-05-20,166.779998779297,167.580001831055,166.610000610352,166.929992675781,85071200,136.748352050781
"97","SPY",2013-05-21,167.080001831055,167.800003051758,166.5,167.169998168945,95804200,136.944946289062
"98","SPY",2013-05-22,167.339996337891,169.070007324219,165.169998168945,165.929992675781,244031800,135.929168701172
"99","SPY",2013-05-23,164.160003662109,165.910003662109,163.940002441406,165.449996948242,211064400,135.535949707031
"100","SPY",2013-05-24,164.470001220703,165.380004882812,163.979995727539,165.309997558594,151573900,135.421234130859
"101","SPY",2013-05-28,167.039993286133,167.779998779297,165.809997558594,166.300003051758,143679800,136.232284545898
"102","SPY",2013-05-29,165.419998168945,165.800003051758,164.339996337891,165.220001220703,160363400,135.34748840332
"103","SPY",2013-05-30,165.350006103516,166.589996337891,165.220001220703,165.830001831055,107793800,135.847229003906
"104","SPY",2013-05-31,165.369995117188,166.309997558594,163.130004882812,163.449996948242,176850100,133.897552490234
"105","SPY",2013-06-03,163.830001831055,164.460006713867,162.660003662109,164.350006103516,168390700,134.634841918945
"106","SPY",2013-06-04,164.440002441406,165.100006103516,162.729995727539,163.559997558594,157631500,133.98762512207
"107","SPY",2013-06-05,163.089996337891,163.419998168945,161.130004882812,161.270004272461,211737800,132.111709594727
"108","SPY",2013-06-06,161.199996948242,162.740005493164,160.25,162.729995727539,200225500,133.307708740234
"109","SPY",2013-06-07,163.850006103516,164.949996948242,163.139999389648,164.800003051758,188337800,135.00341796875
"110","SPY",2013-06-10,165.309997558594,165.399993896484,164.369995117188,164.800003051758,105667100,135.00341796875
"111","SPY",2013-06-11,163.300003051758,164.539993286133,162.740005493164,163.100006103516,159505400,133.610824584961
"112","SPY",2013-06-12,164.220001220703,164.389999389648,161.600006103516,161.75,177361500,132.504913330078
"113","SPY",2013-06-13,161.660003662109,164.5,161.300003051758,164.210006713867,163587800,134.520141601562
"114","SPY",2013-06-14,164.029998779297,164.669998168945,162.910003662109,163.179992675781,141197500,133.676422119141
"115","SPY",2013-06-17,164.289993286133,165.220001220703,163.220001220703,164.440002441406,136295600,134.708541870117
"116","SPY",2013-06-18,164.529998779297,165.990005493164,164.520004272461,165.740005493164,114695600,135.773468017578
"117","SPY",2013-06-19,165.600006103516,165.889999389648,163.380004882812,163.449996948242,206149500,133.897552490234
"118","SPY",2013-06-20,161.860000610352,163.470001220703,158.979995727539,159.399993896484,321255900,130.57975769043
"119","SPY",2013-06-21,159.639999389648,159.759994506836,157.470001220703,159.070007324219,271956800,130.998977661133
"120","SPY",2013-06-24,157.410003662109,158.429992675781,155.729995727539,157.059997558594,222329000,129.343658447266
"121","SPY",2013-06-25,158.479995727539,160.100006103516,157.419998168945,158.570007324219,162262200,130.58723449707
"122","SPY",2013-06-26,159.869995117188,160.5,159.25,160.139999389648,134848000,131.880142211914
"123","SPY",2013-06-27,161.100006103516,161.820007324219,160.949996948242,161.080001831055,129483700,132.654281616211
"124","SPY",2013-06-28,160.630004882812,161.399993896484,159.860000610352,160.419998168945,160402900,132.110717773438
"125","SPY",2013-07-01,161.259994506836,162.479995727539,161.080001831055,161.360000610352,131954800,132.884872436523
"126","SPY",2013-07-02,161.119995117188,162.300003051758,160.5,161.210006713867,154863700,132.761352539062
"127","SPY",2013-07-03,160.479995727539,161.770004272461,160.220001220703,161.279998779297,75216400,132.818954467773
"128","SPY",2013-07-05,162.470001220703,163.080001831055,161.300003051758,163.020004272461,122416900,134.251937866211
"129","SPY",2013-07-08,163.860000610352,164.389999389648,163.080001831055,163.949996948242,108092500,135.017776489258
"130","SPY",2013-07-09,164.979995727539,165.330001831055,164.270004272461,165.130004882812,119298000,135.989562988281
"131","SPY",2013-07-10,164.970001220703,165.75,164.630004882812,165.190002441406,121410100,136.038955688477
"132","SPY",2013-07-11,167.110000610352,167.610000610352,165.179992675781,167.440002441406,135592200,137.891906738281
"133","SPY",2013-07-12,167.389999389648,167.929992675781,167.130004882812,167.509994506836,104212700,137.949584960938
"134","SPY",2013-07-15,167.970001220703,168.389999389648,167.679992675781,168.149993896484,69450600,138.476593017578
"135","SPY",2013-07-16,168.259994506836,168.360000610352,167.070007324219,167.520004272461,88702100,137.957824707031
"136","SPY",2013-07-17,168.160003662109,168.479995727539,167.729995727539,167.949996948242,92873900,138.311904907227
"137","SPY",2013-07-18,168.309997558594,169.270004272461,168.199996948242,168.869995117188,103620100,139.069564819336
"138","SPY",2013-07-19,168.520004272461,169.229995727539,168.309997558594,169.169998168945,103831700,139.316635131836
"139","SPY",2013-07-22,169.410003662109,169.740005493164,169.009994506836,169.5,79428600,139.588424682617
"140","SPY",2013-07-23,169.800003051758,169.830001831055,169.050003051758,169.139999389648,80829700,139.291976928711
"141","SPY",2013-07-24,169.789993286133,169.860000610352,168.179992675781,168.520004272461,112914000,138.781311035156
"142","SPY",2013-07-25,168.220001220703,169.080001831055,167.940002441406,168.929992675781,111088600,139.11897277832
"143","SPY",2013-07-26,168.220001220703,169.160003662109,167.520004272461,169.110000610352,107814600,139.267242431641
"144","SPY",2013-07-29,168.679992675781,169.059997558594,168.110000610352,168.589996337891,79695000,138.839004516602
"145","SPY",2013-07-30,169.100006103516,169.279998779297,168.190002441406,168.589996337891,85209600,138.839004516602
"146","SPY",2013-07-31,168.940002441406,169.850006103516,168.490005493164,168.710006713867,142388700,138.937774658203
"147","SPY",2013-08-01,169.990005493164,170.809997558594,169.899993896484,170.660003662109,110438400,140.543701171875
"148","SPY",2013-08-02,170.279998779297,170.970001220703,170.050003051758,170.949996948242,91116700,140.78254699707
"149","SPY",2013-08-05,170.570007324219,170.960006713867,170.350006103516,170.699996948242,54072700,140.576644897461
"150","SPY",2013-08-06,170.369995117188,170.740005493164,169.350006103516,169.729995727539,87495000,139.777816772461
"151","SPY",2013-08-07,169.190002441406,169.429992675781,168.550003051758,169.179992675781,84854700,139.324829101562
"152","SPY",2013-08-08,169.979995727539,170.179992675781,168.929992675781,169.800003051758,102181300,139.83544921875
"153","SPY",2013-08-09,169.580001831055,170.100006103516,168.720001220703,169.309997558594,91757700,139.431930541992
"154","SPY",2013-08-12,168.460006713867,169.309997558594,168.380004882812,169.110000610352,68593300,139.267242431641
"155","SPY",2013-08-13,169.410003662109,169.899993896484,168.410003662109,169.610000610352,80806000,139.678970336914
"156","SPY",2013-08-14,169.529998779297,169.800003051758,168.699996948242,168.740005493164,79829200,138.962493896484
"157","SPY",2013-08-15,167.410003662109,167.429992675781,166.089996337891,166.380004882812,152931800,137.018966674805
"158","SPY",2013-08-16,166.059997558594,166.630004882812,165.5,165.830001831055,130868200,136.565979003906
"159","SPY",2013-08-19,165.639999389648,166.210006713867,164.759994506836,164.770004272461,96437600,135.693084716797
"160","SPY",2013-08-20,165.039993286133,166.199996948242,164.860000610352,165.580001831055,89294400,136.360137939453
"161","SPY",2013-08-21,165.119995117188,166.029998779297,164.190002441406,164.559997558594,159530500,135.520156860352
"162","SPY",2013-08-22,164.899993896484,166.300003051758,164.889999389648,166.059997558594,101471400,136.755523681641
"163","SPY",2013-08-23,166.550003051758,166.830001831055,165.770004272461,166.619995117188,90888900,137.216613769531
"164","SPY",2013-08-26,166.789993286133,167.300003051758,165.889999389648,166,89702100,136.706024169922
"165","SPY",2013-08-27,164.360000610352,166,163.210006713867,163.330001831055,158619400,134.507247924805
"166","SPY",2013-08-28,163.259994506836,164.490005493164,163.050003051758,163.910003662109,108113000,134.984924316406
"167","SPY",2013-08-29,163.550003051758,165.039993286133,163.399993896484,164.169998168945,119200500,135.199005126953
"168","SPY",2013-08-30,164.509994506836,164.529998779297,163.169998168945,163.649993896484,134928900,134.770660400391
"169","SPY",2013-09-03,165.229995727539,165.580001831055,163.699996948242,164.389999389648,142375100,135.380126953125
"170","SPY",2013-09-04,164.429992675781,166.029998779297,164.130004882812,165.75,97389400,136.500137329102
"171","SPY",2013-09-05,165.850006103516,166.399993896484,165.729995727539,165.960006713867,63090500,136.673110961914
"172","SPY",2013-09-06,166.509994506836,166.979995727539,164.479995727539,166.039993286133,159756500,136.738998413086
"173","SPY",2013-09-09,166.449996948242,167.729995727539,166.449996948242,167.630004882812,87559300,138.048431396484
"174","SPY",2013-09-10,168.639999389648,168.899993896484,168.259994506836,168.869995117188,105847200,139.069564819336
"175","SPY",2013-09-11,168.639999389648,169.399993896484,168.350006103516,169.399993896484,94545900,139.50602722168
"176","SPY",2013-09-12,169.339996337891,169.559997558594,168.720001220703,168.949996948242,83209000,139.135452270508
"177","SPY",2013-09-13,169.130004882812,169.460006713867,168.740005493164,169.330001831055,72727800,139.448364257812
"178","SPY",2013-09-16,171.160003662109,171.240005493164,170.039993286133,170.309997558594,106299200,140.255462646484
"179","SPY",2013-09-17,170.460006713867,171.110000610352,170.460006713867,171.070007324219,82523300,140.88134765625
"180","SPY",2013-09-18,171.009994506836,173.520004272461,170.580001831055,173.050003051758,203460600,142.511917114258
"181","SPY",2013-09-19,173.520004272461,173.600006103516,172.589996337891,172.759994506836,146616900,142.273101806641
"182","SPY",2013-09-20,172.330001831055,172.330001831055,170.580001831055,170.720001220703,132867100,141.278350830078
"183","SPY",2013-09-23,170.490005493164,170.649993896484,169.389999389648,169.929992675781,104616500,140.624618530273
"184","SPY",2013-09-24,169.899993896484,170.529998779297,169.210006713867,169.529998779297,106333100,140.29362487793
"185","SPY",2013-09-25,169.639999389648,169.979995727539,168.889999389648,169.039993286133,117306500,139.888137817383
"186","SPY",2013-09-26,169.320007324219,170.169998168945,169.050003051758,169.690002441406,77146900,140.426025390625
"187","SPY",2013-09-27,168.839996337891,169.139999389648,168.470001220703,168.910003662109,99141800,139.780532836914
"188","SPY",2013-09-30,167.479995727539,168.539993286133,167.149993896484,168.009994506836,143937000,139.035766601562
"189","SPY",2013-10-01,168.139999389648,169.5,167.970001220703,169.339996337891,127160000,140.136383056641
"190","SPY",2013-10-02,168.350006103516,169.339996337891,167.830001831055,169.179992675781,113350000,140.003936767578
"191","SPY",2013-10-03,168.789993286133,168.940002441406,166.839996337891,167.619995117188,176698000,138.713012695312
"192","SPY",2013-10-04,167.75,169.059997558594,167.529998779297,168.889999389648,96878000,139.76399230957
"193","SPY",2013-10-07,167.419998168945,168.449996948242,167.25,167.429992675781,96295000,138.555786132812
"194","SPY",2013-10-08,167.399993896484,167.619995117188,165.360000610352,165.479995727539,178015000,136.942047119141
"195","SPY",2013-10-09,165.800003051758,166.199996948242,164.529998779297,165.600006103516,168973000,137.041366577148
"196","SPY",2013-10-10,167.289993286133,169.259994506836,167.229995727539,169.169998168945,195955000,139.995727539062
"197","SPY",2013-10-11,168.910003662109,170.320007324219,168.770004272461,170.259994506836,105040000,140.897705078125
"198","SPY",2013-10-14,169.210006713867,171.080001831055,169.080001831055,170.940002441406,112106000,141.460494995117
"199","SPY",2013-10-15,170.509994506836,171.149993896484,169.470001220703,169.699996948242,155485000,140.434295654297
"200","SPY",2013-10-16,170.720001220703,172.160003662109,170.639999389648,172.070007324219,161676000,142.395599365234
"201","SPY",2013-10-17,171.369995117188,173.320007324219,171.339996337891,173.220001220703,129389000,143.347198486328
"202","SPY",2013-10-18,173.860000610352,174.509994506836,173.509994506836,174.389999389648,138316000,144.3154296875
"203","SPY",2013-10-21,174.449996948242,174.75,174.009994506836,174.399993896484,104104000,144.323776245117
"204","SPY",2013-10-22,174.910003662109,175.929992675781,174.429992675781,175.410003662109,126663000,145.159591674805
"205","SPY",2013-10-23,174.809997558594,174.889999389648,173.960006713867,174.570007324219,105484000,144.464462280273
"206","SPY",2013-10-24,174.919998168945,175.369995117188,174.509994506836,175.149993896484,70350000,144.944442749023
"207","SPY",2013-10-25,175.509994506836,176,175.169998168945,175.949996948242,93625000,145.606430053711
"208","SPY",2013-10-28,175.889999389648,176.470001220703,175.699996948242,176.229995727539,84979000,145.838180541992
"209","SPY",2013-10-29,176.630004882812,177.240005493164,176.380004882812,177.169998168945,87401000,146.616088867188
"210","SPY",2013-10-30,177.380004882812,177.509994506836,175.660003662109,176.289993286133,140002000,145.887786865234
"211","SPY",2013-10-31,176.149993896484,176.889999389648,175.529998779297,175.789993286133,133795000,145.474014282227
"212","SPY",2013-11-01,176.020004272461,176.610000610352,175.220001220703,176.210006713867,142805000,145.821670532227
"213","SPY",2013-11-04,176.690002441406,176.899993896484,175.979995727539,176.830001831055,85677000,146.334686279297
"214","SPY",2013-11-05,176.139999389648,176.75,175.570007324219,176.270004272461,85825000,145.871292114258
"215","SPY",2013-11-06,177.029998779297,177.5,176.539993286133,177.169998168945,87348000,146.616088867188
"216","SPY",2013-11-07,177.5,177.639999389648,174.759994506836,174.929992675781,1.57e+08,144.762329101562
"217","SPY",2013-11-08,174.869995117188,177.309997558594,174.850006103516,177.289993286133,136713000,146.715393066406
"218","SPY",2013-11-11,177.119995117188,177.529998779297,176.910003662109,177.320007324219,62614000,146.740188598633
"219","SPY",2013-11-12,176.940002441406,177.360000610352,176.369995117188,176.960006713867,83990000,146.442291259766
"220","SPY",2013-11-13,176.089996337891,178.429992675781,176.089996337891,178.380004882812,103844000,147.617370605469
"221","SPY",2013-11-14,178.539993286133,179.419998168945,178.25,179.270004272461,103435000,148.353897094727
"222","SPY",2013-11-15,179.559997558594,180.119995117188,179.330001831055,180.050003051758,102818000,148.999359130859
"223","SPY",2013-11-18,180.350006103516,180.5,179.020004272461,179.419998168945,104796000,148.477996826172
"224","SPY",2013-11-19,179.330001831055,179.869995117188,178.720001220703,179.029998779297,93891000,148.155288696289
"225","SPY",2013-11-20,179.389999389648,179.929992675781,177.979995727539,178.470001220703,124909000,147.691864013672
"226","SPY",2013-11-21,178.970001220703,180.050003051758,178.860000610352,179.910003662109,92841000,148.883575439453
"227","SPY",2013-11-22,179.979995727539,180.830001831055,179.770004272461,180.809997558594,81296000,149.628311157227
"228","SPY",2013-11-25,181.130004882812,181.169998168945,180.369995117188,180.630004882812,79486000,149.47932434082
"229","SPY",2013-11-26,180.720001220703,181.220001220703,180.410003662109,180.679992675781,86994000,149.520736694336
"230","SPY",2013-11-27,180.869995117188,181.240005493164,180.649993896484,181.119995117188,58800000,149.884826660156
"231","SPY",2013-11-29,181.320007324219,181.75,180.800003051758,181,55870900,149.785522460938
"232","SPY",2013-12-02,181.089996337891,181.429992675781,180.25,180.529998779297,99726000,149.396591186523
"233","SPY",2013-12-03,179.940002441406,180.389999389648,179.169998168945,179.75,116563000,148.751129150391
"234","SPY",2013-12-04,179.100006103516,180.479995727539,178.350006103516,179.729995727539,123033000,148.734603881836
"235","SPY",2013-12-05,179.410003662109,179.740005493164,178.770004272461,178.940002441406,106934000,148.080871582031
"236","SPY",2013-12-06,180.669998168945,181.110000610352,180.149993896484,180.940002441406,127728000,149.735900878906
"237","SPY",2013-12-09,181.470001220703,181.669998168945,181.160003662109,181.399993896484,70124000,150.116561889648
"238","SPY",2013-12-10,180.979995727539,181.360000610352,180.639999389648,180.75,80976000,149.578659057617
"239","SPY",2013-12-11,180.820007324219,180.850006103516,178.5,178.720001220703,130591000,147.898742675781
"240","SPY",2013-12-12,178.639999389648,178.860000610352,177.759994506836,178.130004882812,115565000,147.410491943359
"241","SPY",2013-12-13,178.5,178.660003662109,177.770004272461,178.110000610352,107808000,147.393936157227
"242","SPY",2013-12-16,178.949996948242,179.809997558594,178.899993896484,179.220001220703,96195000,148.312530517578
"243","SPY",2013-12-17,179.380004882812,179.410003662109,178.25,178.649993896484,89886000,147.840805053711
"244","SPY",2013-12-18,178.919998168945,181.729995727539,177.320007324219,181.699996948242,234906000,150.364837646484
"245","SPY",2013-12-19,181.179992675781,181.699996948242,180.710006713867,181.490005493164,136531200,150.19108581543
"246","SPY",2013-12-20,180.690002441406,181.990005493164,180.570007324219,181.559997558594,197087000,151.064697265625
"247","SPY",2013-12-23,182.449996948242,182.639999389648,182.070007324219,182.529998779297,85598000,151.871765136719
"248","SPY",2013-12-24,182.539993286133,183.009994506836,182.529998779297,182.929992675781,45368800,152.204544067383
"249","SPY",2013-12-26,183.339996337891,183.960006713867,183.320007324219,183.860000610352,63365000,152.978408813477
"250","SPY",2013-12-27,184.100006103516,184.179992675781,183.660003662109,183.850006103516,61814000,152.970031738281
"251","SPY",2013-12-30,183.869995117188,184.020004272461,183.580001831055,183.820007324219,56857000,152.945114135742
"252","SPY",2013-12-31,184.070007324219,184.690002441406,183.929992675781,184.690002441406,86119900,153.668991088867
"253","SPY",2014-01-02,183.979995727539,184.070007324219,182.479995727539,182.919998168945,119636900,152.196273803711
"254","SPY",2014-01-03,183.229995727539,183.600006103516,182.630004882812,182.889999389648,81390600,152.171279907227
"255","SPY",2014-01-06,183.490005493164,183.559997558594,182.080001831055,182.360000610352,108028200,151.730331420898
"256","SPY",2014-01-07,183.089996337891,183.789993286133,182.949996948242,183.479995727539,86144200,152.662200927734
"257","SPY",2014-01-08,183.449996948242,183.830001831055,182.889999389648,183.520004272461,96582300,152.695449829102
"258","SPY",2014-01-09,184.110000610352,184.130004882812,182.800003051758,183.639999389648,90683400,152.795349121094
"259","SPY",2014-01-10,183.949996948242,184.220001220703,183.009994506836,184.139999389648,102026400,153.211334228516
"260","SPY",2014-01-13,183.669998168945,184.179992675781,181.339996337891,181.690002441406,149892000,151.172882080078
"261","SPY",2014-01-14,182.289993286133,183.770004272461,181.949996948242,183.669998168945,105016100,152.820281982422
"262","SPY",2014-01-15,184.100006103516,184.940002441406,183.710006713867,184.660003662109,98525800,153.643966674805
"263","SPY",2014-01-16,184.279998779297,184.660003662109,183.830001831055,184.419998168945,72290600,153.444351196289
"264","SPY",2014-01-17,184.100006103516,184.449996948242,183.320007324219,183.639999389648,107848700,152.795349121094
"265","SPY",2014-01-21,184.699996948242,184.770004272461,183.050003051758,184.179992675781,88621200,153.244613647461
"266","SPY",2014-01-22,184.490005493164,184.570007324219,183.910003662109,184.300003051758,61270900,153.344421386719
